areaCode,areaName,areaType,date,newPeopleVaccinatedFirstDoseByVaccinationDate
E12000001,North East,region,2022-04-26,115
E12000001,North East,region,2022-04-25,73
E12000001,North East,region,2022-04-24,90
E12000001,North East,region,2022-04-23,120
E12000001,North East,region,2022-04-22,196
E12000001,North East,region,2022-04-21,161
E12000001,North East,region,2022-04-20,204
E12000001,North East,region,2022-04-19,128
E12000001,North East,region,2022-04-18,60
E12000001,North East,region,2022-04-17,10
E12000001,North East,region,2022-04-16,149
E12000001,North East,region,2022-04-15,109
E12000001,North East,region,2022-04-14,156
E12000001,North East,region,2022-04-13,148
E12000001,North East,region,2022-04-12,157
E12000001,North East,region,2022-04-11,128
E12000001,North East,region,2022-04-10,131
E12000001,North East,region,2022-04-09,161
E12000001,North East,region,2022-04-08,191
E12000001,North East,region,2022-04-07,139
E12000001,North East,region,2022-04-06,139
E12000001,North East,region,2022-04-05,143
E12000001,North East,region,2022-04-04,94
E12000001,North East,region,2022-04-03,105
E12000001,North East,region,2022-04-02,190
E12000001,North East,region,2022-04-01,131
E12000001,North East,region,2022-03-31,180
E12000001,North East,region,2022-03-30,150
E12000001,North East,region,2022-03-29,161
E12000001,North East,region,2022-03-28,131
E12000001,North East,region,2022-03-27,74
E12000001,North East,region,2022-03-26,153
E12000001,North East,region,2022-03-25,165
E12000001,North East,region,2022-03-24,159
E12000001,North East,region,2022-03-23,186
E12000001,North East,region,2022-03-22,248
E12000001,North East,region,2022-03-21,120
E12000001,North East,region,2022-03-20,123
E12000001,North East,region,2022-03-19,156
E12000001,North East,region,2022-03-18,186
E12000001,North East,region,2022-03-17,150
E12000001,North East,region,2022-03-16,214
E12000001,North East,region,2022-03-15,177
E12000001,North East,region,2022-03-14,141
E12000001,North East,region,2022-03-13,95
E12000001,North East,region,2022-03-12,160
E12000001,North East,region,2022-03-11,258
E12000001,North East,region,2022-03-10,176
E12000001,North East,region,2022-03-09,222
E12000001,North East,region,2022-03-08,228
E12000001,North East,region,2022-03-07,143
E12000001,North East,region,2022-03-06,103
E12000001,North East,region,2022-03-05,183
E12000001,North East,region,2022-03-04,237
E12000001,North East,region,2022-03-03,236
E12000001,North East,region,2022-03-02,262
E12000001,North East,region,2022-03-01,192
E12000001,North East,region,2022-02-28,187
E12000001,North East,region,2022-02-27,136
E12000001,North East,region,2022-02-26,172
E12000001,North East,region,2022-02-25,272
E12000001,North East,region,2022-02-24,291
E12000001,North East,region,2022-02-23,271
E12000001,North East,region,2022-02-22,224
E12000001,North East,region,2022-02-21,187
E12000001,North East,region,2022-02-20,119
E12000001,North East,region,2022-02-19,242
E12000001,North East,region,2022-02-18,242
E12000001,North East,region,2022-02-17,294
E12000001,North East,region,2022-02-16,384
E12000001,North East,region,2022-02-15,367
E12000001,North East,region,2022-02-14,281
E12000001,North East,region,2022-02-13,201
E12000001,North East,region,2022-02-12,307
E12000001,North East,region,2022-02-11,382
E12000001,North East,region,2022-02-10,392
E12000001,North East,region,2022-02-09,531
E12000001,North East,region,2022-02-08,418
E12000001,North East,region,2022-02-07,379
E12000001,North East,region,2022-02-06,227
E12000001,North East,region,2022-02-05,407
E12000001,North East,region,2022-02-04,383
E12000001,North East,region,2022-02-03,457
E12000001,North East,region,2022-02-02,499
E12000001,North East,region,2022-02-01,418
E12000001,North East,region,2022-01-31,397
E12000001,North East,region,2022-01-30,428
E12000001,North East,region,2022-01-29,478
E12000001,North East,region,2022-01-28,638
E12000001,North East,region,2022-01-27,569
E12000001,North East,region,2022-01-26,638
E12000001,North East,region,2022-01-25,452
E12000001,North East,region,2022-01-24,411
E12000001,North East,region,2022-01-23,418
E12000001,North East,region,2022-01-22,691
E12000001,North East,region,2022-01-21,560
E12000001,North East,region,2022-01-20,743
E12000001,North East,region,2022-01-19,667
E12000001,North East,region,2022-01-18,621
E12000001,North East,region,2022-01-17,546
E12000001,North East,region,2022-01-16,727
E12000001,North East,region,2022-01-15,857
E12000001,North East,region,2022-01-14,838
E12000001,North East,region,2022-01-13,815
E12000001,North East,region,2022-01-12,651
E12000001,North East,region,2022-01-11,577
E12000001,North East,region,2022-01-10,570
E12000001,North East,region,2022-01-09,815
E12000001,North East,region,2022-01-08,1195
E12000001,North East,region,2022-01-07,938
E12000001,North East,region,2022-01-06,941
E12000001,North East,region,2022-01-05,962
E12000001,North East,region,2022-01-04,845
E12000001,North East,region,2022-01-03,657
E12000001,North East,region,2022-01-02,840
E12000001,North East,region,2022-01-01,54
E12000001,North East,region,2021-12-31,374
E12000001,North East,region,2021-12-30,1277
E12000001,North East,region,2021-12-29,1202
E12000001,North East,region,2021-12-28,923
E12000001,North East,region,2021-12-27,431
E12000001,North East,region,2021-12-26,48
E12000001,North East,region,2021-12-25,2
E12000001,North East,region,2021-12-24,259
E12000001,North East,region,2021-12-23,991
E12000001,North East,region,2021-12-22,1079
E12000001,North East,region,2021-12-21,989
E12000001,North East,region,2021-12-20,1201
E12000001,North East,region,2021-12-19,1204
E12000001,North East,region,2021-12-18,1294
E12000001,North East,region,2021-12-17,852
E12000001,North East,region,2021-12-16,1292
E12000001,North East,region,2021-12-15,1037
E12000001,North East,region,2021-12-14,1047
E12000001,North East,region,2021-12-13,783
E12000001,North East,region,2021-12-12,890
E12000001,North East,region,2021-12-11,908
E12000001,North East,region,2021-12-10,833
E12000001,North East,region,2021-12-09,833
E12000001,North East,region,2021-12-08,843
E12000001,North East,region,2021-12-07,714
E12000001,North East,region,2021-12-06,696
E12000001,North East,region,2021-12-05,583
E12000001,North East,region,2021-12-04,830
E12000001,North East,region,2021-12-03,614
E12000001,North East,region,2021-12-02,782
E12000001,North East,region,2021-12-01,1035
E12000001,North East,region,2021-11-30,625
E12000001,North East,region,2021-11-29,661
E12000001,North East,region,2021-11-28,463
E12000001,North East,region,2021-11-27,517
E12000001,North East,region,2021-11-26,695
E12000001,North East,region,2021-11-25,862
E12000001,North East,region,2021-11-24,700
E12000001,North East,region,2021-11-23,748
E12000001,North East,region,2021-11-22,914
E12000001,North East,region,2021-11-21,522
E12000001,North East,region,2021-11-20,692
E12000001,North East,region,2021-11-19,1090
E12000001,North East,region,2021-11-18,1142
E12000001,North East,region,2021-11-17,1058
E12000001,North East,region,2021-11-16,888
E12000001,North East,region,2021-11-15,1373
E12000001,North East,region,2021-11-14,898
E12000001,North East,region,2021-11-13,1212
E12000001,North East,region,2021-11-12,1287
E12000001,North East,region,2021-11-11,1592
E12000001,North East,region,2021-11-10,1152
E12000001,North East,region,2021-11-09,1582
E12000001,North East,region,2021-11-08,1430
E12000001,North East,region,2021-11-07,1118
E12000001,North East,region,2021-11-06,1726
E12000001,North East,region,2021-11-05,1789
E12000001,North East,region,2021-11-04,1697
E12000001,North East,region,2021-11-03,1982
E12000001,North East,region,2021-11-02,2427
E12000001,North East,region,2021-11-01,1904
E12000001,North East,region,2021-10-31,1268
E12000001,North East,region,2021-10-30,1262
E12000001,North East,region,2021-10-29,1537
E12000001,North East,region,2021-10-28,1920
E12000001,North East,region,2021-10-27,1616
E12000001,North East,region,2021-10-26,1566
E12000001,North East,region,2021-10-25,1282
E12000001,North East,region,2021-10-24,405
E12000001,North East,region,2021-10-23,720
E12000001,North East,region,2021-10-22,1610
E12000001,North East,region,2021-10-21,1622
E12000001,North East,region,2021-10-20,1981
E12000001,North East,region,2021-10-19,1622
E12000001,North East,region,2021-10-18,1403
E12000001,North East,region,2021-10-17,308
E12000001,North East,region,2021-10-16,548
E12000001,North East,region,2021-10-15,1352
E12000001,North East,region,2021-10-14,1647
E12000001,North East,region,2021-10-13,1553
E12000001,North East,region,2021-10-12,1633
E12000001,North East,region,2021-10-11,1037
E12000001,North East,region,2021-10-10,418
E12000001,North East,region,2021-10-09,547
E12000001,North East,region,2021-10-08,1915
E12000001,North East,region,2021-10-07,1708
E12000001,North East,region,2021-10-06,2234
E12000001,North East,region,2021-10-05,1755
E12000001,North East,region,2021-10-04,1559
E12000001,North East,region,2021-10-03,361
E12000001,North East,region,2021-10-02,589
E12000001,North East,region,2021-10-01,1230
E12000001,North East,region,2021-09-30,1950
E12000001,North East,region,2021-09-29,1653
E12000001,North East,region,2021-09-28,1315
E12000001,North East,region,2021-09-27,887
E12000001,North East,region,2021-09-26,358
E12000001,North East,region,2021-09-25,653
E12000001,North East,region,2021-09-24,1368
E12000001,North East,region,2021-09-23,599
E12000001,North East,region,2021-09-22,844
E12000001,North East,region,2021-09-21,465
E12000001,North East,region,2021-09-20,463
E12000001,North East,region,2021-09-19,486
E12000001,North East,region,2021-09-18,798
E12000001,North East,region,2021-09-17,663
E12000001,North East,region,2021-09-16,887
E12000001,North East,region,2021-09-15,969
E12000001,North East,region,2021-09-14,527
E12000001,North East,region,2021-09-13,401
E12000001,North East,region,2021-09-12,686
E12000001,North East,region,2021-09-11,802
E12000001,North East,region,2021-09-10,912
E12000001,North East,region,2021-09-09,987
E12000001,North East,region,2021-09-08,802
E12000001,North East,region,2021-09-07,695
E12000001,North East,region,2021-09-06,540
E12000001,North East,region,2021-09-05,729
E12000001,North East,region,2021-09-04,1210
E12000001,North East,region,2021-09-03,1161
E12000001,North East,region,2021-09-02,1329
E12000001,North East,region,2021-09-01,1272
E12000001,North East,region,2021-08-31,941
E12000001,North East,region,2021-08-30,539
E12000001,North East,region,2021-08-29,1107
E12000001,North East,region,2021-08-28,1541
E12000001,North East,region,2021-08-27,1413
E12000001,North East,region,2021-08-26,2154
E12000001,North East,region,2021-08-25,2442
E12000001,North East,region,2021-08-24,1606
E12000001,North East,region,2021-08-23,998
E12000001,North East,region,2021-08-22,1492
E12000001,North East,region,2021-08-21,1927
E12000001,North East,region,2021-08-20,1738
E12000001,North East,region,2021-08-19,1726
E12000001,North East,region,2021-08-18,2181
E12000001,North East,region,2021-08-17,1666
E12000001,North East,region,2021-08-16,902
E12000001,North East,region,2021-08-15,1718
E12000001,North East,region,2021-08-14,1780
E12000001,North East,region,2021-08-13,1741
E12000001,North East,region,2021-08-12,1821
E12000001,North East,region,2021-08-11,2887
E12000001,North East,region,2021-08-10,1388
E12000001,North East,region,2021-08-09,814
E12000001,North East,region,2021-08-08,1097
E12000001,North East,region,2021-08-07,1912
E12000001,North East,region,2021-08-06,1113
E12000001,North East,region,2021-08-05,1339
E12000001,North East,region,2021-08-04,1319
E12000001,North East,region,2021-08-03,1077
E12000001,North East,region,2021-08-02,784
E12000001,North East,region,2021-08-01,844
E12000001,North East,region,2021-07-31,1480
E12000001,North East,region,2021-07-30,1258
E12000001,North East,region,2021-07-29,1819
E12000001,North East,region,2021-07-28,1617
E12000001,North East,region,2021-07-27,1157
E12000001,North East,region,2021-07-26,1015
E12000001,North East,region,2021-07-25,1185
E12000001,North East,region,2021-07-24,2437
E12000001,North East,region,2021-07-23,1866
E12000001,North East,region,2021-07-22,2105
E12000001,North East,region,2021-07-21,2034
E12000001,North East,region,2021-07-20,1609
E12000001,North East,region,2021-07-19,1581
E12000001,North East,region,2021-07-18,2084
E12000001,North East,region,2021-07-17,3309
E12000001,North East,region,2021-07-16,2719
E12000001,North East,region,2021-07-15,3225
E12000001,North East,region,2021-07-14,2446
E12000001,North East,region,2021-07-13,1916
E12000001,North East,region,2021-07-12,1688
E12000001,North East,region,2021-07-11,1777
E12000001,North East,region,2021-07-10,3622
E12000001,North East,region,2021-07-09,3248
E12000001,North East,region,2021-07-08,4322
E12000001,North East,region,2021-07-07,4367
E12000001,North East,region,2021-07-06,3464
E12000001,North East,region,2021-07-05,3167
E12000001,North East,region,2021-07-04,5099
E12000001,North East,region,2021-07-03,5865
E12000001,North East,region,2021-07-02,5817
E12000001,North East,region,2021-07-01,7805
E12000001,North East,region,2021-06-30,6623
E12000001,North East,region,2021-06-29,6682
E12000001,North East,region,2021-06-28,4593
E12000001,North East,region,2021-06-27,6240
E12000001,North East,region,2021-06-26,7667
E12000001,North East,region,2021-06-25,7103
E12000001,North East,region,2021-06-24,9782
E12000001,North East,region,2021-06-23,7420
E12000001,North East,region,2021-06-22,6085
E12000001,North East,region,2021-06-21,4862
E12000001,North East,region,2021-06-20,6936
E12000001,North East,region,2021-06-19,9740
E12000001,North East,region,2021-06-18,9653
E12000001,North East,region,2021-06-17,11591
E12000001,North East,region,2021-06-16,7273
E12000001,North East,region,2021-06-15,5757
E12000001,North East,region,2021-06-14,4096
E12000001,North East,region,2021-06-13,4614
E12000001,North East,region,2021-06-12,8937
E12000001,North East,region,2021-06-11,7159
E12000001,North East,region,2021-06-10,9080
E12000001,North East,region,2021-06-09,6267
E12000001,North East,region,2021-06-08,2689
E12000001,North East,region,2021-06-07,3051
E12000001,North East,region,2021-06-06,3285
E12000001,North East,region,2021-06-05,6842
E12000001,North East,region,2021-06-04,5590
E12000001,North East,region,2021-06-03,6759
E12000001,North East,region,2021-06-02,5977
E12000001,North East,region,2021-06-01,2979
E12000001,North East,region,2021-05-31,2011
E12000001,North East,region,2021-05-30,3576
E12000001,North East,region,2021-05-29,6851
E12000001,North East,region,2021-05-28,7896
E12000001,North East,region,2021-05-27,10840
E12000001,North East,region,2021-05-26,10964
E12000001,North East,region,2021-05-25,5094
E12000001,North East,region,2021-05-24,2688
E12000001,North East,region,2021-05-23,3754
E12000001,North East,region,2021-05-22,6473
E12000001,North East,region,2021-05-21,7802
E12000001,North East,region,2021-05-20,9806
E12000001,North East,region,2021-05-19,7347
E12000001,North East,region,2021-05-18,4306
E12000001,North East,region,2021-05-17,3149
E12000001,North East,region,2021-05-16,5861
E12000001,North East,region,2021-05-15,9789
E12000001,North East,region,2021-05-14,9406
E12000001,North East,region,2021-05-13,9714
E12000001,North East,region,2021-05-12,8931
E12000001,North East,region,2021-05-11,4044
E12000001,North East,region,2021-05-10,2748
E12000001,North East,region,2021-05-09,3968
E12000001,North East,region,2021-05-08,6142
E12000001,North East,region,2021-05-07,4664
E12000001,North East,region,2021-05-06,3465
E12000001,North East,region,2021-05-05,3972
E12000001,North East,region,2021-05-04,4459
E12000001,North East,region,2021-05-03,1467
E12000001,North East,region,2021-05-02,5754
E12000001,North East,region,2021-05-01,5920
E12000001,North East,region,2021-04-30,4694
E12000001,North East,region,2021-04-29,4979
E12000001,North East,region,2021-04-28,3377
E12000001,North East,region,2021-04-27,3219
E12000001,North East,region,2021-04-26,3356
E12000001,North East,region,2021-04-25,3747
E12000001,North East,region,2021-04-24,8824
E12000001,North East,region,2021-04-23,9000
E12000001,North East,region,2021-04-22,5518
E12000001,North East,region,2021-04-21,4648
E12000001,North East,region,2021-04-20,4973
E12000001,North East,region,2021-04-19,4327
E12000001,North East,region,2021-04-18,3909
E12000001,North East,region,2021-04-17,5002
E12000001,North East,region,2021-04-16,5357
E12000001,North East,region,2021-04-15,6398
E12000001,North East,region,2021-04-14,4408
E12000001,North East,region,2021-04-13,2704
E12000001,North East,region,2021-04-12,2237
E12000001,North East,region,2021-04-11,4199
E12000001,North East,region,2021-04-10,4857
E12000001,North East,region,2021-04-09,6568
E12000001,North East,region,2021-04-08,4718
E12000001,North East,region,2021-04-07,6072
E12000001,North East,region,2021-04-06,4339
E12000001,North East,region,2021-04-05,2702
E12000001,North East,region,2021-04-04,3698
E12000001,North East,region,2021-04-03,8261
E12000001,North East,region,2021-04-02,4300
E12000001,North East,region,2021-04-01,7183
E12000001,North East,region,2021-03-31,8528
E12000001,North East,region,2021-03-30,9917
E12000001,North East,region,2021-03-29,8596
E12000001,North East,region,2021-03-28,11937
E12000001,North East,region,2021-03-27,20102
E12000001,North East,region,2021-03-26,16114
E12000001,North East,region,2021-03-25,17977
E12000001,North East,region,2021-03-24,15453
E12000001,North East,region,2021-03-23,15942
E12000001,North East,region,2021-03-22,11464
E12000001,North East,region,2021-03-21,13510
E12000001,North East,region,2021-03-20,35903
E12000001,North East,region,2021-03-19,26282
E12000001,North East,region,2021-03-18,24258
E12000001,North East,region,2021-03-17,19845
E12000001,North East,region,2021-03-16,17931
E12000001,North East,region,2021-03-15,15107
E12000001,North East,region,2021-03-14,15390
E12000001,North East,region,2021-03-13,17766
E12000001,North East,region,2021-03-12,13557
E12000001,North East,region,2021-03-11,5301
E12000001,North East,region,2021-03-10,6902
E12000001,North East,region,2021-03-09,7203
E12000001,North East,region,2021-03-08,7022
E12000001,North East,region,2021-03-07,7329
E12000001,North East,region,2021-03-06,14097
E12000001,North East,region,2021-03-05,20313
E12000001,North East,region,2021-03-04,18713
E12000001,North East,region,2021-03-03,8094
E12000001,North East,region,2021-03-02,3280
E12000001,North East,region,2021-03-01,4624
E12000001,North East,region,2021-02-28,4531
E12000001,North East,region,2021-02-27,11757
E12000001,North East,region,2021-02-26,18925
E12000001,North East,region,2021-02-25,20232
E12000001,North East,region,2021-02-24,19059
E12000001,North East,region,2021-02-23,14199
E12000001,North East,region,2021-02-22,4491
E12000001,North East,region,2021-02-21,5483
E12000001,North East,region,2021-02-20,15850
E12000001,North East,region,2021-02-19,16976
E12000001,North East,region,2021-02-18,17973
E12000001,North East,region,2021-02-17,22562
E12000001,North East,region,2021-02-16,15939
E12000001,North East,region,2021-02-15,10412
E12000001,North East,region,2021-02-14,7939
E12000001,North East,region,2021-02-13,23733
E12000001,North East,region,2021-02-12,19806
E12000001,North East,region,2021-02-11,20010
E12000001,North East,region,2021-02-10,20784
E12000001,North East,region,2021-02-09,14685
E12000001,North East,region,2021-02-08,11565
E12000001,North East,region,2021-02-07,17061
E12000001,North East,region,2021-02-06,25609
E12000001,North East,region,2021-02-05,16531
E12000001,North East,region,2021-02-04,18508
E12000001,North East,region,2021-02-03,15305
E12000001,North East,region,2021-02-02,9594
E12000001,North East,region,2021-02-01,8773
E12000001,North East,region,2021-01-31,11863
E12000001,North East,region,2021-01-30,21818
E12000001,North East,region,2021-01-29,21542
E12000001,North East,region,2021-01-28,13288
E12000001,North East,region,2021-01-27,9029
E12000001,North East,region,2021-01-26,8845
E12000001,North East,region,2021-01-25,7408
E12000001,North East,region,2021-01-24,6821
E12000001,North East,region,2021-01-23,20553
E12000001,North East,region,2021-01-22,19704
E12000001,North East,region,2021-01-21,17157
E12000001,North East,region,2021-01-20,13670
E12000001,North East,region,2021-01-19,10453
E12000001,North East,region,2021-01-18,6645
E12000001,North East,region,2021-01-17,5525
E12000001,North East,region,2021-01-16,15178
E12000001,North East,region,2021-01-15,14881
E12000001,North East,region,2021-01-14,13582
E12000001,North East,region,2021-01-13,12672
E12000001,North East,region,2021-01-12,9919
E12000001,North East,region,2021-01-11,6470
E12000001,North East,region,2021-01-10,4760
E12000001,North East,region,2021-01-09,13651
E12000001,North East,region,2021-01-08,15504
E12000001,North East,region,2021-01-07,12918
E12000001,North East,region,2021-01-06,4787
E12000001,North East,region,2021-01-05,4005
E12000001,North East,region,2021-01-04,2230
E12000001,North East,region,2021-01-03,936
E12000001,North East,region,2021-01-02,1839
E12000001,North East,region,2021-01-01,1518
E12000001,North East,region,2020-12-31,7462
E12000001,North East,region,2020-12-30,12333
E12000001,North East,region,2020-12-29,5783
E12000001,North East,region,2020-12-28,322
E12000001,North East,region,2020-12-27,362
E12000001,North East,region,2020-12-26,254
E12000001,North East,region,2020-12-25,0
E12000001,North East,region,2020-12-24,1501
E12000001,North East,region,2020-12-23,7172
E12000001,North East,region,2020-12-22,5325
E12000001,North East,region,2020-12-21,3643
E12000001,North East,region,2020-12-20,6056
E12000001,North East,region,2020-12-19,4286
E12000001,North East,region,2020-12-18,3436
E12000001,North East,region,2020-12-17,3899
E12000001,North East,region,2020-12-16,3903
E12000001,North East,region,2020-12-15,2885
E12000001,North East,region,2020-12-14,379
E12000001,North East,region,2020-12-13,275
E12000001,North East,region,2020-12-12,164
E12000001,North East,region,2020-12-11,537
E12000001,North East,region,2020-12-10,605
E12000001,North East,region,2020-12-09,537
E12000001,North East,region,2020-12-08,496
E12000002,North West,region,2022-04-26,376
E12000002,North West,region,2022-04-25,404
E12000002,North West,region,2022-04-24,277
E12000002,North West,region,2022-04-23,626
E12000002,North West,region,2022-04-22,504
E12000002,North West,region,2022-04-21,438
E12000002,North West,region,2022-04-20,571
E12000002,North West,region,2022-04-19,484
E12000002,North West,region,2022-04-18,142
E12000002,North West,region,2022-04-17,92
E12000002,North West,region,2022-04-16,413
E12000002,North West,region,2022-04-15,246
E12000002,North West,region,2022-04-14,601
E12000002,North West,region,2022-04-13,710
E12000002,North West,region,2022-04-12,513
E12000002,North West,region,2022-04-11,567
E12000002,North West,region,2022-04-10,292
E12000002,North West,region,2022-04-09,691
E12000002,North West,region,2022-04-08,519
E12000002,North West,region,2022-04-07,437
E12000002,North West,region,2022-04-06,558
E12000002,North West,region,2022-04-05,495
E12000002,North West,region,2022-04-04,436
E12000002,North West,region,2022-04-03,236
E12000002,North West,region,2022-04-02,608
E12000002,North West,region,2022-04-01,413
E12000002,North West,region,2022-03-31,558
E12000002,North West,region,2022-03-30,542
E12000002,North West,region,2022-03-29,526
E12000002,North West,region,2022-03-28,385
E12000002,North West,region,2022-03-27,192
E12000002,North West,region,2022-03-26,641
E12000002,North West,region,2022-03-25,542
E12000002,North West,region,2022-03-24,487
E12000002,North West,region,2022-03-23,521
E12000002,North West,region,2022-03-22,478
E12000002,North West,region,2022-03-21,418
E12000002,North West,region,2022-03-20,280
E12000002,North West,region,2022-03-19,670
E12000002,North West,region,2022-03-18,596
E12000002,North West,region,2022-03-17,517
E12000002,North West,region,2022-03-16,507
E12000002,North West,region,2022-03-15,679
E12000002,North West,region,2022-03-14,463
E12000002,North West,region,2022-03-13,380
E12000002,North West,region,2022-03-12,738
E12000002,North West,region,2022-03-11,555
E12000002,North West,region,2022-03-10,537
E12000002,North West,region,2022-03-09,663
E12000002,North West,region,2022-03-08,622
E12000002,North West,region,2022-03-07,488
E12000002,North West,region,2022-03-06,262
E12000002,North West,region,2022-03-05,834
E12000002,North West,region,2022-03-04,735
E12000002,North West,region,2022-03-03,663
E12000002,North West,region,2022-03-02,645
E12000002,North West,region,2022-03-01,820
E12000002,North West,region,2022-02-28,721
E12000002,North West,region,2022-02-27,378
E12000002,North West,region,2022-02-26,845
E12000002,North West,region,2022-02-25,827
E12000002,North West,region,2022-02-24,752
E12000002,North West,region,2022-02-23,957
E12000002,North West,region,2022-02-22,915
E12000002,North West,region,2022-02-21,755
E12000002,North West,region,2022-02-20,429
E12000002,North West,region,2022-02-19,930
E12000002,North West,region,2022-02-18,743
E12000002,North West,region,2022-02-17,1101
E12000002,North West,region,2022-02-16,962
E12000002,North West,region,2022-02-15,1327
E12000002,North West,region,2022-02-14,883
E12000002,North West,region,2022-02-13,558
E12000002,North West,region,2022-02-12,1324
E12000002,North West,region,2022-02-11,1290
E12000002,North West,region,2022-02-10,1318
E12000002,North West,region,2022-02-09,1443
E12000002,North West,region,2022-02-08,1427
E12000002,North West,region,2022-02-07,1129
E12000002,North West,region,2022-02-06,731
E12000002,North West,region,2022-02-05,1337
E12000002,North West,region,2022-02-04,1348
E12000002,North West,region,2022-02-03,1650
E12000002,North West,region,2022-02-02,1628
E12000002,North West,region,2022-02-01,1579
E12000002,North West,region,2022-01-31,1615
E12000002,North West,region,2022-01-30,1110
E12000002,North West,region,2022-01-29,1907
E12000002,North West,region,2022-01-28,2132
E12000002,North West,region,2022-01-27,2082
E12000002,North West,region,2022-01-26,1951
E12000002,North West,region,2022-01-25,1840
E12000002,North West,region,2022-01-24,1551
E12000002,North West,region,2022-01-23,1115
E12000002,North West,region,2022-01-22,2152
E12000002,North West,region,2022-01-21,1985
E12000002,North West,region,2022-01-20,1974
E12000002,North West,region,2022-01-19,2163
E12000002,North West,region,2022-01-18,2108
E12000002,North West,region,2022-01-17,1830
E12000002,North West,region,2022-01-16,1627
E12000002,North West,region,2022-01-15,2752
E12000002,North West,region,2022-01-14,2347
E12000002,North West,region,2022-01-13,2123
E12000002,North West,region,2022-01-12,2105
E12000002,North West,region,2022-01-11,2094
E12000002,North West,region,2022-01-10,1956
E12000002,North West,region,2022-01-09,2114
E12000002,North West,region,2022-01-08,3760
E12000002,North West,region,2022-01-07,2511
E12000002,North West,region,2022-01-06,2403
E12000002,North West,region,2022-01-05,2976
E12000002,North West,region,2022-01-04,2717
E12000002,North West,region,2022-01-03,1941
E12000002,North West,region,2022-01-02,1122
E12000002,North West,region,2022-01-01,184
E12000002,North West,region,2021-12-31,1548
E12000002,North West,region,2021-12-30,3443
E12000002,North West,region,2021-12-29,3887
E12000002,North West,region,2021-12-28,1938
E12000002,North West,region,2021-12-27,1548
E12000002,North West,region,2021-12-26,147
E12000002,North West,region,2021-12-25,60
E12000002,North West,region,2021-12-24,657
E12000002,North West,region,2021-12-23,2905
E12000002,North West,region,2021-12-22,3854
E12000002,North West,region,2021-12-21,4248
E12000002,North West,region,2021-12-20,4258
E12000002,North West,region,2021-12-19,3470
E12000002,North West,region,2021-12-18,4580
E12000002,North West,region,2021-12-17,3618
E12000002,North West,region,2021-12-16,3654
E12000002,North West,region,2021-12-15,3134
E12000002,North West,region,2021-12-14,2729
E12000002,North West,region,2021-12-13,2091
E12000002,North West,region,2021-12-12,2139
E12000002,North West,region,2021-12-11,2880
E12000002,North West,region,2021-12-10,2255
E12000002,North West,region,2021-12-09,2238
E12000002,North West,region,2021-12-08,1959
E12000002,North West,region,2021-12-07,1981
E12000002,North West,region,2021-12-06,1986
E12000002,North West,region,2021-12-05,1506
E12000002,North West,region,2021-12-04,2954
E12000002,North West,region,2021-12-03,2123
E12000002,North West,region,2021-12-02,2515
E12000002,North West,region,2021-12-01,2679
E12000002,North West,region,2021-11-30,2417
E12000002,North West,region,2021-11-29,2014
E12000002,North West,region,2021-11-28,1065
E12000002,North West,region,2021-11-27,2469
E12000002,North West,region,2021-11-26,2678
E12000002,North West,region,2021-11-25,2063
E12000002,North West,region,2021-11-24,2197
E12000002,North West,region,2021-11-23,2245
E12000002,North West,region,2021-11-22,2294
E12000002,North West,region,2021-11-21,1157
E12000002,North West,region,2021-11-20,2614
E12000002,North West,region,2021-11-19,2832
E12000002,North West,region,2021-11-18,2628
E12000002,North West,region,2021-11-17,3904
E12000002,North West,region,2021-11-16,3189
E12000002,North West,region,2021-11-15,2995
E12000002,North West,region,2021-11-14,1380
E12000002,North West,region,2021-11-13,3390
E12000002,North West,region,2021-11-12,3876
E12000002,North West,region,2021-11-11,4863
E12000002,North West,region,2021-11-10,3970
E12000002,North West,region,2021-11-09,4672
E12000002,North West,region,2021-11-08,3975
E12000002,North West,region,2021-11-07,2342
E12000002,North West,region,2021-11-06,3530
E12000002,North West,region,2021-11-05,4316
E12000002,North West,region,2021-11-04,4852
E12000002,North West,region,2021-11-03,5817
E12000002,North West,region,2021-11-02,5455
E12000002,North West,region,2021-11-01,5641
E12000002,North West,region,2021-10-31,2448
E12000002,North West,region,2021-10-30,3210
E12000002,North West,region,2021-10-29,3520
E12000002,North West,region,2021-10-28,3742
E12000002,North West,region,2021-10-27,3491
E12000002,North West,region,2021-10-26,2769
E12000002,North West,region,2021-10-25,2451
E12000002,North West,region,2021-10-24,1329
E12000002,North West,region,2021-10-23,2073
E12000002,North West,region,2021-10-22,5378
E12000002,North West,region,2021-10-21,6510
E12000002,North West,region,2021-10-20,5976
E12000002,North West,region,2021-10-19,6075
E12000002,North West,region,2021-10-18,5804
E12000002,North West,region,2021-10-17,876
E12000002,North West,region,2021-10-16,1699
E12000002,North West,region,2021-10-15,6332
E12000002,North West,region,2021-10-14,6573
E12000002,North West,region,2021-10-13,5789
E12000002,North West,region,2021-10-12,6738
E12000002,North West,region,2021-10-11,6692
E12000002,North West,region,2021-10-10,1218
E12000002,North West,region,2021-10-09,2082
E12000002,North West,region,2021-10-08,5853
E12000002,North West,region,2021-10-07,6020
E12000002,North West,region,2021-10-06,6648
E12000002,North West,region,2021-10-05,6768
E12000002,North West,region,2021-10-04,5735
E12000002,North West,region,2021-10-03,930
